Order ID,Order Date,Customer ID,Customer Name,Segment,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
ORD-00214,2023-05-18,CUST-1078,Megan Young,Corporate,North,Technology,Phones,Smartphone Lite,453803.11,9,0.15,-55889.01
ORD-00768,2023-05-18,CUST-1194,Angelica Keith,Corporate,East,Office Supplies,Binders,Clip Binder,2568.01,2,0,213.86
ORD-01153,2023-05-18,CUST-1116,Diana May,Home Office,North,Technology,Copiers,Office Copier Machine,109463.8,6,0.2,-16742.77
ORD-00224,2023-05-19,CUST-1152,Pamela Boyd,Corporate,West,Technology,Copiers,Desktop Copier,16985.98,2,0.05,2957.56
ORD-00731,2023-05-19,CUST-1197,Daniel Salinas,Consumer,West,Office Supplies,Supplies,Tape Dispenser,4280.64,9,0,960.1
ORD-00132,2023-05-20,CUST-1143,Patricia Rodriguez,Consumer,Central,Technology,Accessories,USB-C Hub,207536.61,5,0.3,-57169.94
ORD-00169,2023-05-20,CUST-1038,Cassandra Gaines,Home Office,North,Technology,Accessories,Webcam HD,114123.96,12,0.15,705.97
ORD-01129,2023-05-20,CUST-1209,Dr. William Warren,Home Office,South,Furniture,Furnishings,Office Partition,40297.01,3,0,4901.37
ORD-01895,2023-05-20,CUST-1150,Stephanie Manning,Home Office,South,Furniture,Tables,Coffee Table,121339.09,9,0.1,20240.0
ORD-00392,2023-05-21,CUST-1219,Justin Torres,Corporate,West,Furniture,Furnishings,Office Partition,37291.11,6,0,7689.23
ORD-00356,2023-05-22,CUST-1018,Derek Zuniga,Consumer,South,Technology,Phones,Smartphone Lite,461475.76,8,0,110177.0
ORD-00867,2023-05-22,CUST-1218,Mark Brown,Home Office,North,Furniture,Furnishings,Wall Clock,23609.04,11,0.3,-2530.1
ORD-01849,2023-05-22,CUST-1299,Keith Jennings,Corporate,West,Technology,Phones,Smartphone Pro Max,190976.55,4,0.1,8387.18
ORD-01966,2023-05-22,CUST-1297,Laura Haney,Consumer,Central,Office Supplies,Storage,File Organizer,619.93,3,0.3,-7.72
ORD-01758,2023-05-23,CUST-1158,Jason Stein,Home Office,West,Technology,Phones,Smartphone Lite,27784.76,6,0.15,5990.01
ORD-00202,2023-05-24,CUST-1284,Shelia Wallace,Consumer,Central,Office Supplies,Fasteners,Push Pins Pack,617.27,1,0.05,144.8
ORD-00646,2023-05-24,CUST-1114,Crystal Johnson,Consumer,Central,Technology,Machines,All-in-One Printer,33261.02,8,0.05,-298.3
ORD-00648,2023-05-25,CUST-1156,Michelle Brown,Home Office,East,Office Supplies,Supplies,Tape Dispenser,713.73,4,0.15,49.47
ORD-01013,2023-05-25,CUST-1092,Brian Rodriguez,Home Office,South,Furniture,Furnishings,Office Partition,10621.91,2,0.2,1223.81
ORD-01346,2023-05-25,CUST-1136,Jose Schultz,Corporate,Central,Technology,Phones,Cordless Phone,74846.86,8,0,16335.32
ORD-01617,2023-05-25,CUST-1150,Stephanie Manning,Home Office,West,Technology,Accessories,Wireless Mouse,311146.31,10,0,26881.62
ORD-00621,2023-05-28,CUST-1155,Brenda Hall,Corporate,East,Furniture,Tables,Coffee Table,11666.1,1,0.2,809.3
ORD-01136,2023-05-28,CUST-1041,Paula Moreno,Corporate,Central,Technology,Copiers,Desktop Copier,131614.29,5,0,15626.12
ORD-00841,2023-05-29,CUST-1007,Abigail Shaffer,Consumer,North,Technology,Machines,Label Maker,3992.46,3,0,1356.5
ORD-01923,2023-05-29,CUST-1090,Aimee Montoya,Consumer,South,Technology,Phones,Smartphone X200,213267.26,5,0.15,-13594.11
ORD-01324,2023-05-30,CUST-1237,Andrew Reynolds,Consumer,West,Furniture,Chairs,Executive Office Chair,12251.5,9,0,754.93
ORD-00173,2023-05-31,CUST-1127,Michelle Evans,Consumer,West,Office Supplies,Art,Sketch Pad,1606.94,2,0.2,201.37
ORD-00298,2023-05-31,CUST-1286,Elaine Brooks,Corporate,North,Office Supplies,Art,Sketch Pad,6141.73,7,0,1024.75
ORD-01061,2023-05-31,CUST-1145,Amber Wright,Consumer,South,Furniture,Chairs,Executive Office Chair,43929.9,8,0.2,-7859.12
ORD-01225,2023-05-31,CUST-1043,Sherry Decker,Consumer,West,Furniture,Furnishings,Wall Clock,67686.0,11,0.1,17303.93
ORD-01515,2023-05-31,CUST-1182,Tina Sanders,Corporate,South,Office Supplies,Labels,Label Roll,14500.21,8,0.2,1806.39
ORD-00713,2023-06-02,CUST-1287,Joseph Knight,Home Office,East,Technology,Copiers,Desktop Copier,177201.84,7,0,17734.46
ORD-01051,2023-06-02,CUST-1099,Jessica Smith,Corporate,Central,Technology,Phones,Smartphone Pro Max,20430.37,6,0.1,-422.53
ORD-00894,2023-06-03,CUST-1141,Cheyenne Horton,Corporate,North,Office Supplies,Binders,View Binder,7926.36,8,0.3,-549.17
ORD-01190,2023-06-03,CUST-1066,Amber Kidd,Consumer,Central,Furniture,Chairs,Mesh Task Chair,32431.47,3,0,8736.25
ORD-01956,2023-06-03,CUST-1147,Victoria Larson,Consumer,West,Office Supplies,Storage,Storage Box,5168.38,9,0,434.75
ORD-00322,2023-06-04,CUST-1134,Daniel Kennedy,Corporate,Central,Technology,Machines,Label Maker,137065.63,11,0.3,-29347.43
ORD-01696,2023-06-05,CUST-1165,Michael Powell,Corporate,Central,Furniture,Tables,Conference Table,58445.41,5,0.3,-9271.79
ORD-00984,2023-06-07,CUST-1175,Nicole Herring,Home Office,West,Office Supplies,Supplies,Tape Dispenser,2095.53,2,0,596.36
ORD-01862,2023-06-08,CUST-1282,Tammie Bright,Home Office,West,Technology,Accessories,Mechanical Keyboard,125577.19,9,0.3,-20155.41
ORD-00365,2023-06-09,CUST-1026,Judy Baker,Consumer,East,Furniture,Chairs,Executive Office Chair,40033.46,4,0.3,4887.92
ORD-00683,2023-06-10,CUST-1018,Derek Zuniga,Consumer,North,Furniture,Bookcases,Corner Bookcase,26894.22,9,0.05,1825.29
ORD-01030,2023-06-10,CUST-1204,Joseph Coleman,Consumer,East,Office Supplies,Fasteners,Paper Clips Box,8019.14,10,0.05,2264.01
ORD-01989,2023-06-10,CUST-1235,Michael Lyons,Consumer,North,Technology,Accessories,Wireless Mouse,42252.87,2,0.05,8037.29
ORD-01807,2023-06-11,CUST-1196,Allen Rosales,Consumer,North,Furniture,Chairs,Mesh Task Chair,101361.16,12,0,25153.77
ORD-00798,2023-06-12,CUST-1250,Kimberly Gutierrez,Consumer,East,Technology,Copiers,Desktop Copier,121345.26,6,0.3,-32994.62
ORD-01154,2023-06-12,CUST-1055,Shannon Jones,Corporate,South,Office Supplies,Art,Marker Set,860.89,4,0.15,33.42
ORD-01174,2023-06-13,CUST-1087,Shirley Suarez,Home Office,East,Office Supplies,Fasteners,Paper Clips Box,1033.61,3,0,288.92
ORD-00571,2023-06-14,CUST-1124,Michelle Harmon,Consumer,East,Office Supplies,Envelopes,Mailing Envelopes Pack,15137.27,12,0.15,-1534.01
ORD-01563,2023-06-14,CUST-1230,Lori Guerrero,Corporate,West,Technology,Machines,Scanner,153704.5,4,0,21406.26
ORD-00256,2023-06-16,CUST-1215,Julie Alexander,Consumer,West,Technology,Phones,Smartphone Lite,81450.5,6,0.3,-2411.15
ORD-00488,2023-06-16,CUST-1084,Paul Jones,Consumer,Central,Furniture,Tables,Coffee Table,105884.8,8,0.1,4735.63
ORD-00754,2023-06-16,CUST-1095,John Whitehead,Home Office,North,Furniture,Furnishings,Wall Clock,14428.66,5,0.3,-2517.88
ORD-00859,2023-06-16,CUST-1055,Shannon Jones,Corporate,South,Office Supplies,Fasteners,Stapler,3029.26,2,0,695.27
ORD-01416,2023-06-16,CUST-1226,Benjamin Smith,Corporate,Central,Technology,Phones,Smartphone Pro Max,250673.93,5,0.3,-35621.29
ORD-01671,2023-06-16,CUST-1076,Sarah Moore,Corporate,South,Technology,Accessories,Webcam HD,329878.41,12,0,86378.65
ORD-00766,2023-06-17,CUST-1284,Shelia Wallace,Consumer,South,Technology,Accessories,Wireless Mouse,1977.65,2,0,115.39
ORD-01161,2023-06-17,CUST-1081,Kelly Donovan,Consumer,Central,Furniture,Furnishings,Office Partition,41963.86,4,0,10846.51
ORD-01945,2023-06-17,CUST-1271,Jasmin Alvarado,Consumer,West,Office Supplies,Fasteners,Push Pins Pack,11258.07,7,0.1,1456.81
ORD-00961,2023-06-18,CUST-1286,Elaine Brooks,Corporate,Central,Technology,Phones,Smartphone Lite,84090.61,2,0.15,15107.3
ORD-01765,2023-06-18,CUST-1139,David Alvarez,Consumer,Central,Technology,Machines,All-in-One Printer,553329.82,10,0.3,80548.0
ORD-00654,2023-06-20,CUST-1234,Laura Roberts,Consumer,South,Technology,Accessories,Mechanical Keyboard,5810.66,1,0.2,-278.52
ORD-01218,2023-06-20,CUST-1126,Erin Edwards,Consumer,West,Technology,Machines,Laser Printer,100333.41,6,0.2,7197.93
ORD-01957,2023-06-20,CUST-1190,Jessica Gross,Home Office,North,Office Supplies,Art,Sketch Pad,1751.75,1,0,144.49
ORD-01626,2023-06-21,CUST-1167,Alyssa Long,Corporate,South,Technology,Accessories,USB-C Hub,273588.42,11,0.05,28893.82
ORD-00827,2023-06-23,CUST-1016,Brian Ramirez,Corporate,North,Technology,Copiers,Office Copier Machine,183818.94,4,0.15,28078.68
ORD-01442,2023-06-24,CUST-1127,Michelle Evans,Consumer,Central,Technology,Phones,Smartphone Pro Max,239253.69,7,0.05,68348.99
ORD-01663,2023-06-24,CUST-1247,Krista Gibson,Home Office,Central,Office Supplies,Art,Sketch Pad,10819.8,11,0.1,2603.27
ORD-01770,2023-06-24,CUST-1011,Monica Herrera,Home Office,Central,Office Supplies,Binders,Clip Binder,9745.09,8,0.3,1802.37
ORD-01845,2023-06-24,CUST-1211,Christopher Smith,Consumer,West,Office Supplies,Fasteners,Stapler,6861.3,4,0.1,1630.81
ORD-00718,2023-06-25,CUST-1069,James Brown,Consumer,West,Office Supplies,Fasteners,Paper Clips Box,723.86,1,0.1,-31.95
ORD-01337,2023-06-25,CUST-1085,Zachary Ferrell,Home Office,West,Office Supplies,Storage,Storage Box,6572.92,4,0,537.06
ORD-00443,2023-06-27,CUST-1092,Brian Rodriguez,Home Office,West,Furniture,Furnishings,Desk Lamp,61931.99,10,0.2,-7007.71
ORD-00072,2023-06-28,CUST-1027,Justin Baker,Home Office,South,Office Supplies,Envelopes,Mailing Envelopes Pack,8842.05,12,0,1641.1
ORD-00044,2023-06-29,CUST-1073,Brittney Phillips,Consumer,North,Furniture,Tables,Coffee Table,113598.87,10,0,21653.01
ORD-01072,2023-06-29,CUST-1035,Debra Davidson,Corporate,West,Technology,Accessories,USB-C Hub,610944.42,12,0.05,56113.62
ORD-01675,2023-06-30,CUST-1095,John Whitehead,Home Office,West,Technology,Copiers,Desktop Copier,1808.82,1,0.3,-113.56
ORD-01743,2023-06-30,CUST-1292,Stephanie Byrd,Consumer,West,Technology,Phones,Smartphone Lite,457343.9,10,0.1,18687.26
ORD-00079,2023-07-02,CUST-1015,Dylan Miller,Home Office,South,Technology,Machines,Label Maker,313384.82,6,0.2,-55568.83
ORD-00562,2023-07-02,CUST-1078,Megan Young,Corporate,Central,Office Supplies,Paper,Printer Paper Bulk,925.13,1,0,316.76
ORD-00692,2023-07-02,CUST-1028,Stephanie Ross,Home Office,East,Office Supplies,Art,Whiteboard,8891.41,10,0.15,1237.74
ORD-01826,2023-07-02,CUST-1268,Colin Terry,Corporate,South,Furniture,Chairs,Mesh Task Chair,51400.0,10,0.1,-525.42
ORD-00723,2023-07-03,CUST-1074,Lauren Daniels,Consumer,Central,Furniture,Chairs,Executive Office Chair,100565.16,9,0.05,2894.81
ORD-00033,2023-07-04,CUST-1166,John Anderson,Home Office,South,Furniture,Bookcases,Corner Bookcase,45527.62,4,0.15,-6557.48
ORD-00617,2023-07-04,CUST-1298,William Barrett,Corporate,West,Office Supplies,Binders,Ring Binder Set,1936.33,4,0.05,140.12
ORD-00794,2023-07-04,CUST-1254,Barbara Dudley,Consumer,South,Furniture,Tables,Coffee Table,51434.81,11,0,5427.59
ORD-00352,2023-07-05,CUST-1212,Denise Mccann,Home Office,South,Furniture,Tables,Study Table,10500.84,5,0.3,-519.6
ORD-00252,2023-07-06,CUST-1210,Brian Lee,Consumer,Central,Furniture,Chairs,Folding Chair,29660.66,3,0.1,2616.15
ORD-00333,2023-07-06,CUST-1094,Christina Walters,Home Office,South,Technology,Accessories,Mechanical Keyboard,193736.41,12,0.05,50003.18
ORD-00741,2023-07-06,CUST-1044,Anthony Humphrey,Corporate,Central,Office Supplies,Binders,View Binder,15105.18,8,0,5198.64
ORD-01147,2023-07-07,CUST-1031,Rebecca Henderson,Corporate,North,Office Supplies,Art,Whiteboard,6132.61,9,0.3,-575.76
ORD-01333,2023-07-07,CUST-1294,Margaret Coleman,Corporate,North,Technology,Accessories,Wireless Mouse,16950.76,6,0,4955.55
ORD-01608,2023-07-07,CUST-1043,Sherry Decker,Consumer,South,Office Supplies,Binders,View Binder,7998.58,5,0.3,417.86
ORD-01952,2023-07-07,CUST-1163,Lindsey Walker,Home Office,North,Office Supplies,Envelopes,Padded Envelopes,5620.58,7,0.2,27.32
ORD-00951,2023-07-09,CUST-1253,Tanya Kim,Corporate,South,Technology,Copiers,Office Copier Machine,572830.28,11,0.1,87669.69
ORD-01508,2023-07-09,CUST-1068,Carol Tucker,Consumer,North,Furniture,Bookcases,Corner Bookcase,28449.89,2,0,2198.04
ORD-01590,2023-07-09,CUST-1233,Christopher Parker,Corporate,North,Office Supplies,Art,Whiteboard,6955.09,6,0,1220.73
ORD-01598,2023-07-09,CUST-1191,Debra Morton,Home Office,South,Office Supplies,Paper,A4 Paper Ream,2156.06,10,0,201.07
ORD-01880,2023-07-09,CUST-1202,Ricky Davis II,Consumer,West,Office Supplies,Labels,Label Roll,8310.07,6,0.2,-1151.56
ORD-00883,2023-07-10,CUST-1268,Colin Terry,Corporate,East,Office Supplies,Labels,Label Roll,4828.71,3,0.15,449.69
ORD-01120,2023-07-10,CUST-1148,Stephanie Salazar,Home Office,Central,Office Supplies,Art,Sketch Pad,4260.34,6,0.1,102.48
ORD-00348,2023-07-12,CUST-1281,Amanda Jones,Home Office,West,Furniture,Tables,Dining Table,124951.4,11,0.1,28053.06
ORD-01543,2023-07-13,CUST-1223,Elizabeth Oliver DDS,Home Office,North,Technology,Machines,All-in-One Printer,16417.46,10,0.3,-3979.38
ORD-00168,2023-07-14,CUST-1231,Jessica Stephens,Corporate,West,Furniture,Bookcases,Modern Bookcase,47332.57,7,0,13331.23
ORD-01188,2023-07-14,CUST-1296,John Young,Corporate,South,Technology,Accessories,Wireless Mouse,280790.11,7,0.1,17641.57
ORD-01408,2023-07-14,CUST-1280,Nathan Malone,Consumer,West,Furniture,Furnishings,Wall Clock,36120.59,4,0.1,6292.35
ORD-00133,2023-07-15,CUST-1148,Stephanie Salazar,Home Office,North,Office Supplies,Envelopes,Padded Envelopes,3570.58,6,0.1,995.09
ORD-01172,2023-07-15,CUST-1275,Joyce Bowen,Corporate,Central,Technology,Phones,Cordless Phone,299491.45,10,0.1,44438.26
ORD-00197,2023-07-16,CUST-1048,Shane Henderson,Consumer,East,Technology,Phones,Cordless Phone,112000.32,11,0.1,15934.65
ORD-01360,2023-07-16,CUST-1286,Elaine Brooks,Corporate,Central,Technology,Copiers,Office Copier Machine,331897.45,7,0,98260.7
ORD-00335,2023-07-17,CUST-1252,Olivia Harris,Consumer,South,Office Supplies,Fasteners,Paper Clips Box,4243.82,4,0.2,-62.2
ORD-00403,2023-07-17,CUST-1169,Joel Williams,Corporate,Central,Technology,Accessories,Mechanical Keyboard,344106.14,10,0,67134.73
ORD-01274,2023-07-17,CUST-1195,John Bishop,Corporate,North,Office Supplies,Paper,Printer Paper Bulk,13515.21,11,0.3,-400.49
ORD-00253,2023-07-18,CUST-1217,Rodney Morales,Home Office,West,Technology,Copiers,Office Copier Machine,162914.44,4,0.2,20181.29
ORD-01886,2023-07-18,CUST-1294,Margaret Coleman,Corporate,South,Furniture,Tables,Conference Table,31371.81,5,0.3,-2445.0
ORD-00693,2023-07-19,CUST-1220,Bailey Duran DDS,Consumer,Central,Office Supplies,Art,Sketch Pad,9073.89,11,0.15,1210.2
ORD-01738,2023-07-19,CUST-1046,Philip Cannon,Consumer,North,Technology,Phones,Smartphone Pro Max,432381.71,10,0.2,74921.27
ORD-00371,2023-07-20,CUST-1284,Shelia Wallace,Consumer,Central,Office Supplies,Storage,Storage Box,544.68,1,0.05,29.6
ORD-00991,2023-07-20,CUST-1072,Whitney Peters,Corporate,West,Furniture,Tables,Study Table,20519.38,8,0,4230.81
ORD-01710,2023-07-20,CUST-1148,Stephanie Salazar,Home Office,North,Office Supplies,Art,Sketch Pad,2366.87,3,0.15,130.06
ORD-01639,2023-07-21,CUST-1145,Amber Wright,Consumer,North,Furniture,Chairs,Folding Chair,33708.71,4,0.05,-258.82
ORD-00888,2023-07-22,CUST-1243,Kevin Walters,Home Office,South,Furniture,Chairs,Mesh Task Chair,7297.62,4,0,1405.81
ORD-01127,2023-07-22,CUST-1146,Joyce Solis,Home Office,West,Furniture,Tables,Study Table,92530.89,10,0.15,18920.25
ORD-00496,2023-07-23,CUST-1297,Laura Haney,Consumer,East,Technology,Accessories,Mechanical Keyboard,55949.48,9,0,11673.95
ORD-01532,2023-07-23,CUST-1295,Ryan Gonzalez,Consumer,Central,Furniture,Tables,Study Table,22325.32,2,0.2,1618.3
ORD-01623,2023-07-23,CUST-1212,Denise Mccann,Home Office,West,Furniture,Furnishings,Wall Clock,99260.14,7,0.1,21417.84
ORD-00599,2023-07-24,CUST-1216,Anthony Everett,Corporate,Central,Technology,Machines,Laser Printer,36287.94,7,0,12594.8
ORD-00645,2023-07-24,CUST-1163,Lindsey Walker,Home Office,North,Office Supplies,Envelopes,Padded Envelopes,698.6,1,0.05,98.83
ORD-01507,2023-07-24,CUST-1190,Jessica Gross,Home Office,South,Furniture,Chairs,Mesh Task Chair,44613.54,4,0.3,-2566.39
ORD-01820,2023-07-24,CUST-1036,Jeffrey Chavez,Consumer,South,Technology,Phones,Smartphone Pro Max,402180.9,11,0.3,-56845.03
ORD-01887,2023-07-24,CUST-1074,Lauren Daniels,Consumer,Central,Office Supplies,Storage,File Organizer,5113.53,12,0.05,927.36
ORD-00014,2023-07-25,CUST-1036,Jeffrey Chavez,Consumer,East,Technology,Copiers,Office Copier Machine,58232.92,1,0.1,-2805.66
ORD-01745,2023-07-25,CUST-1009,Gabrielle Davis,Home Office,South,Technology,Machines,All-in-One Printer,86191.84,2,0.3,-11739.39
ORD-01140,2023-07-26,CUST-1237,Andrew Reynolds,Consumer,South,Technology,Accessories,Wireless Mouse,462193.52,12,0,159390.62
ORD-00430,2023-07-27,CUST-1239,Sara Johnston,Consumer,Central,Furniture,Chairs,Mesh Task Chair,77156.89,8,0.1,7218.27
ORD-01459,2023-07-27,CUST-1091,Matthew Mcmillan,Home Office,West,Office Supplies,Supplies,Glue Stick,6819.25,5,0,570.97
ORD-01606,2023-07-27,CUST-1209,Dr. William Warren,Home Office,North,Technology,Phones,Smartphone Lite,520879.13,9,0,97110.86
ORD-00995,2023-07-28,CUST-1142,David Douglas Jr.,Consumer,East,Office Supplies,Labels,Sticker Sheet,2029.77,11,0,535.71
ORD-01227,2023-07-28,CUST-1149,Kathy Rivas,Corporate,Central,Office Supplies,Binders,Ring Binder Set,16810.37,12,0,5028.4
ORD-00247,2023-07-29,CUST-1252,Olivia Harris,Consumer,North,Furniture,Tables,Coffee Table,83101.25,12,0.2,9443.32
ORD-00709,2023-07-29,CUST-1180,Robert Oconnell,Consumer,West,Furniture,Bookcases,5-Shelf Bookcase,3278.68,3,0.05,316.68
ORD-00226,2023-07-30,CUST-1030,Anthony Rodriguez,Home Office,West,Office Supplies,Labels,Label Roll,1643.17,3,0,458.8
ORD-01084,2023-07-31,CUST-1137,Robert Potter,Corporate,Central,Technology,Copiers,Desktop Copier,62399.24,4,0.1,3291.15
ORD-01321,2023-07-31,CUST-1272,Veronica Simpson,Consumer,North,Technology,Machines,Label Maker,123484.76,3,0.05,23713.72
ORD-01490,2023-07-31,CUST-1212,Denise Mccann,Home Office,West,Furniture,Bookcases,Corner Bookcase,65912.78,5,0.05,6877.84
ORD-00497,2023-08-01,CUST-1088,Christopher Bass,Home Office,Central,Furniture,Chairs,Mesh Task Chair,115594.23,9,0,21026.56
ORD-00721,2023-08-01,CUST-1011,Monica Herrera,Home Office,East,Furniture,Tables,Dining Table,102447.62,11,0.05,13241.49
ORD-00268,2023-08-02,CUST-1059,Brent Jordan,Consumer,North,Technology,Accessories,Mechanical Keyboard,291976.24,5,0.2,8970.74
ORD-00419,2023-08-02,CUST-1179,Lawrence Adkins,Home Office,Central,Office Supplies,Storage,Plastic Drawer Unit,463.65,2,0,133.41
ORD-01769,2023-08-02,CUST-1224,Theresa Clark,Consumer,Central,Furniture,Tables,Study Table,65712.47,6,0.05,12028.62
ORD-00043,2023-08-03,CUST-1233,Christopher Parker,Corporate,North,Office Supplies,Art,Sketch Pad,4528.5,11,0,966.24
ORD-00533,2023-08-03,CUST-1097,Aaron Wise,Consumer,West,Furniture,Furnishings,Desk Lamp,4707.8,1,0.05,478.68
ORD-00538,2023-08-03,CUST-1135,Rebecca Jackson,Home Office,Central,Technology,Machines,Scanner,179026.6,3,0,38795.5
ORD-00544,2023-08-03,CUST-1166,John Anderson,Home Office,North,Office Supplies,Paper,Printer Paper Bulk,3724.61,10,0.2,-721.5
ORD-00846,2023-08-03,CUST-1074,Lauren Daniels,Consumer,North,Technology,Machines,Label Maker,158693.65,7,0.1,27064.19
ORD-01784,2023-08-03,CUST-1170,Daniel Murphy,Corporate,West,Technology,Accessories,Mechanical Keyboard,224483.82,10,0.3,-66025.97
ORD-00316,2023-08-04,CUST-1044,Anthony Humphrey,Corporate,South,Technology,Copiers,Office Copier Machine,74468.34,3,0,17646.28
ORD-00804,2023-08-04,CUST-1258,Kathleen Moran,Home Office,Central,Furniture,Chairs,Recliner Chair,44822.27,3,0,6151.44
ORD-00347,2023-08-05,CUST-1227,Kirk Carter,Corporate,South,Furniture,Tables,Conference Table,10121.46,1,0.3,-2237.97
ORD-00455,2023-08-05,CUST-1214,Katherine Salas,Home Office,West,Office Supplies,Storage,Storage Box,2507.47,3,0,584.65
ORD-00627,2023-08-05,CUST-1106,Marc Moore,Corporate,South,Technology,Phones,Smartphone Pro Max,959.51,1,0.2,-125.3
ORD-01419,2023-08-06,CUST-1033,Tricia Valencia,Corporate,North,Office Supplies,Fasteners,Push Pins Pack,19811.62,10,0.15,2905.57
ORD-01766,2023-08-07,CUST-1006,Connie Lawrence,Consumer,Central,Furniture,Chairs,Recliner Chair,80672.6,6,0,28101.36
ORD-01088,2023-08-08,CUST-1128,Jason Powell,Home Office,North,Office Supplies,Paper,A4 Paper Ream,1894.64,1,0,267.21
ORD-00245,2023-08-09,CUST-1275,Joyce Bowen,Corporate,East,Technology,Machines,Scanner,403205.45,11,0.1,23816.43
ORD-00822,2023-08-09,CUST-1116,Diana May,Home Office,South,Office Supplies,Storage,File Organizer,10553.16,9,0,1172.05
ORD-01456,2023-08-09,CUST-1027,Justin Baker,Home Office,East,Office Supplies,Art,Marker Set,1847.92,3,0.15,385.87
ORD-00062,2023-08-10,CUST-1118,Ashley Waller,Consumer,Central,Technology,Accessories,Mechanical Keyboard,454079.66,10,0,108286.39
ORD-00343,2023-08-10,CUST-1238,David Davis,Corporate,South,Furniture,Bookcases,Corner Bookcase,103163.47,11,0,10171.9
ORD-00057,2023-08-12,CUST-1117,William Herrera,Corporate,North,Technology,Phones,Smartphone X200,145425.0,8,0.15,24698.67
ORD-00404,2023-08-12,CUST-1219,Justin Torres,Corporate,Central,Technology,Machines,Label Maker,89804.69,3,0.3,-558.66
ORD-01023,2023-08-12,CUST-1029,Zachary Hicks,Home Office,Central,Furniture,Tables,Conference Table,67176.71,5,0,16275.56
ORD-01141,2023-08-12,CUST-1236,Kathryn Snyder,Consumer,Central,Technology,Copiers,Office Copier Machine,350522.9,9,0.2,24815.37
ORD-01975,2023-08-12,CUST-1137,Robert Potter,Corporate,North,Furniture,Bookcases,5-Shelf Bookcase,42223.36,3,0.2,3451.31
ORD-01290,2023-08-13,CUST-1092,Brian Rodriguez,Home Office,Central,Furniture,Bookcases,Modern Bookcase,29061.4,2,0.15,-4570.41
ORD-01914,2023-08-13,CUST-1169,Joel Williams,Corporate,South,Technology,Phones,Cordless Phone,92337.46,3,0.1,2844.58
ORD-00475,2023-08-14,CUST-1025,Matthew Foster,Home Office,South,Technology,Machines,Scanner,29697.47,3,0,10155.4
ORD-00398,2023-08-15,CUST-1093,Denise Jacobs,Consumer,North,Furniture,Tables,Conference Table,115982.39,10,0.3,7112.64
ORD-01423,2023-08-15,CUST-1158,Jason Stein,Home Office,Central,Office Supplies,Labels,Label Roll,766.41,1,0,115.15
ORD-01546,2023-08-15,CUST-1235,Michael Lyons,Consumer,Central,Office Supplies,Labels,Label Roll,7530.4,7,0.2,-594.64
ORD-00485,2023-08-16,CUST-1284,Shelia Wallace,Consumer,West,Furniture,Bookcases,Modern Bookcase,38322.29,5,0,3686.88
ORD-00589,2023-08-16,CUST-1086,Daniel Baker,Corporate,North,Furniture,Furnishings,Wall Clock,41378.9,10,0.05,7242.6
ORD-01698,2023-08-17,CUST-1222,Jeremy Dalton,Home Office,East,Furniture,Bookcases,Modern Bookcase,107022.12,9,0.05,26411.82
ORD-01811,2023-08-18,CUST-1035,Debra Davidson,Corporate,West,Office Supplies,Binders,Clip Binder,16822.29,12,0.1,2281.99
ORD-01926,2023-08-20,CUST-1184,Ashley Barton,Home Office,South,Furniture,Chairs,Recliner Chair,91282.35,11,0.05,3451.77
ORD-01730,2023-08-21,CUST-1081,Kelly Donovan,Consumer,North,Furniture,Tables,Conference Table,128487.69,11,0,10778.37
ORD-00866,2023-08-22,CUST-1249,Jose Travis,Consumer,West,Office Supplies,Envelopes,Padded Envelopes,2182.39,9,0.1,177.12
ORD-01096,2023-08-22,CUST-1076,Sarah Moore,Corporate,West,Office Supplies,Envelopes,Padded Envelopes,2047.71,7,0.15,206.87
ORD-01335,2023-08-23,CUST-1053,Crystal Robinson,Consumer,West,Technology,Phones,Smartphone Lite,228668.07,4,0.1,-1970.91
ORD-01828,2023-08-23,CUST-1265,Yvonne Burns,Home Office,South,Furniture,Furnishings,Desk Lamp,6432.88,12,0.05,1222.56
ORD-00809,2023-08-24,CUST-1028,Stephanie Ross,Home Office,West,Furniture,Furnishings,Office Partition,7210.71,1,0,543.67
ORD-01004,2023-08-25,CUST-1292,Stephanie Byrd,Consumer,North,Technology,Accessories,Webcam HD,9554.21,1,0,1895.06
ORD-01373,2023-08-25,CUST-1086,Daniel Baker,Corporate,West,Furniture,Chairs,Mesh Task Chair,74825.92,9,0.3,172.43
ORD-01761,2023-08-25,CUST-1159,Melissa Gates,Consumer,East,Technology,Machines,Laser Printer,9163.3,5,0.2,503.13
ORD-00284,2023-08-26,CUST-1232,Susan Serrano,Home Office,South,Furniture,Furnishings,Office Partition,160240.01,12,0.15,7729.26
ORD-00792,2023-08-26,CUST-1097,Aaron Wise,Consumer,West,Furniture,Bookcases,Modern Bookcase,76574.35,10,0.05,23103.44
ORD-01237,2023-08-26,CUST-1067,Tracy House,Home Office,Central,Office Supplies,Envelopes,Mailing Envelopes Pack,4129.4,6,0.3,215.05
ORD-01907,2023-08-26,CUST-1141,Cheyenne Horton,Corporate,North,Furniture,Chairs,Folding Chair,89100.8,9,0.1,-5157.67
ORD-01557,2023-08-27,CUST-1226,Benjamin Smith,Corporate,North,Technology,Copiers,Office Copier Machine,147386.94,8,0.15,7853.37
